transaction_id,user_id,amount,hour,device_risk_score,ip_risk_score,transaction_type,merchant_category,country,is_fraud
1784,70641,51.02,21,0.0799,0.3741,purchase,retail,US,0
1785,45293,23.42,18,0.3657,0.4677,purchase,grocery,DE,0
1786,27948,36.71,0,0.0249,0.5401,transfer,grocery,FR,0
1787,89618,55.31,13,0.2103,0.077,purchase,travel,DE,0
1788,52574,87.62,8,0.2073,0.2503,purchase,retail,DE,0
1789,93327,80.39,10,0.2275,0.0546,purchase,grocery,DE,0
1790,25844,60.44,13,0.3506,0.4605,transfer,travel,GB,1
1791,64344,16.56,11,0.1623,0.1513,purchase,grocery,CN,0
1792,36832,97.56,21,0.0748,0.0235,purchase,grocery,DE,0
1793,36452,39.43,14,0.103,0.0955,purchase,retail,GB,0
1794,80020,18.38,9,0.6828,0.837,purchase,travel,DE,0
1795,11762,132.41,14,0.1745,0.2217,purchase,retail,DE,0
1796,55584,147.49,21,0.0934,0.1916,refund,grocery,GB,0
1797,52112,53.21,4,0.1855,0.1977,withdrawal,electronics,NL,0
1798,96822,77.67,18,0.1116,0.3253,purchase,retail,DE,0
1799,14104,81.64,8,0.1056,0.1677,transfer,grocery,DE,0
1800,94437,139.27,7,0.2839,0.0336,purchase,grocery,FR,0
1801,98540,78.95,20,0.0354,0.0723,refund,grocery,US,0
1802,29505,13.76,0,0.2303,0.0699,purchase,grocery,GB,0
1803,65443,1760.82,16,0.3531,0.1191,purchase,electronics,US,0
1804,83175,105.19,6,0.0481,0.201,transfer,travel,DE,0
1805,98708,39.97,22,0.5387,0.477,purchase,travel,CN,1
1806,40792,189.93,14,0.1081,0.027,withdrawal,grocery,FR,0
1807,34708,183.11,5,0.7397,0.6135,withdrawal,crypto,DE,1
1808,44509,17.72,14,0.16,0.1909,purchase,retail,NL,0
1809,36398,65.31,19,0.678,0.1315,purchase,retail,US,0
1810,63600,33.56,18,0.0146,0.0713,transfer,electronics,NL,0
1811,93910,56.29,15,0.0126,0.1895,purchase,grocery,DE,0
1812,55383,79.99,10,0.4429,0.0861,transfer,retail,FR,0
1813,83035,26.27,8,0.1946,0.1325,withdrawal,travel,US,0
1814,94186,16.47,14,0.7911,0.5646,purchase,grocery,GB,0
1815,97551,59.02,12,0.104,0.1665,purchase,grocery,CN,0
1816,91506,27.02,5,0.3357,0.1073,purchase,retail,GB,0
1817,42596,48.14,21,0.0425,0.3467,refund,gaming,DE,0
1818,50303,13.57,10,0.1561,0.0555,transfer,electronics,DE,0
1819,33825,34.32,0,0.0895,0.214,purchase,electronics,DE,0
1820,84407,78.08,20,0.0541,0.1764,withdrawal,retail,DE,0
1821,64146,71.17,13,0.0744,0.2281,withdrawal,grocery,GB,0
1822,92249,21.76,16,0.2487,0.2868,withdrawal,gaming,DE,0
1823,90158,62.24,7,0.1286,0.0468,purchase,gaming,DE,0
1824,75142,196.91,11,0.2984,0.0445,transfer,retail,DE,0
1825,98031,68.5,14,0.3375,0.1031,purchase,retail,CN,0
1826,72812,18.05,0,0.8351,0.3672,transfer,grocery,RU,1
1827,24327,60.0,9,0.2381,0.0843,purchase,grocery,GB,0
1828,60777,27.51,15,0.2083,0.1837,purchase,retail,DE,0
1829,75063,54.77,9,0.219,0.058,purchase,retail,GB,0
1830,72302,152.48,8,0.086,0.1067,purchase,grocery,CN,0
1831,46343,50.62,0,0.5125,0.2128,purchase,retail,GB,0
1832,23342,10.61,9,0.2178,0.1592,purchase,travel,FR,0
1833,51631,50.54,9,0.2024,0.0207,purchase,grocery,DE,0
1834,28547,241.62,17,0.1184,0.0953,withdrawal,retail,GB,0
1835,81026,14.24,13,0.4649,0.1875,purchase,electronics,DE,0
1836,43094,43.61,8,0.1336,0.0227,purchase,grocery,DE,0
1837,98908,23.95,22,0.6073,0.4029,purchase,gaming,DE,1
1838,94905,35.08,13,0.3338,0.2656,transfer,gaming,DE,0
1839,82910,46.13,8,0.276,0.008,transfer,retail,DE,0
1840,36882,50.15,11,0.2565,0.0687,purchase,travel,DE,0
1841,40788,48.81,2,0.5657,0.6691,transfer,gaming,CN,1
1842,21581,112.05,19,0.0958,0.1327,purchase,grocery,DE,0
1843,18140,45.7,16,0.0188,0.1316,withdrawal,gaming,DE,0
1844,51661,125.92,15,0.345,0.6608,transfer,retail,NL,0
1845,39515,38.47,9,0.6095,0.1642,purchase,grocery,RU,0
1846,40535,31.58,7,0.1086,0.2364,purchase,retail,DE,0
1847,75023,184.94,16,0.099,0.0853,purchase,electronics,GB,0
1848,99143,9.07,13,0.233,0.3195,purchase,grocery,DE,0
1849,11459,53.75,14,0.2313,0.0596,purchase,grocery,NL,0
1850,44839,243.69,22,0.9779,0.4219,purchase,travel,DE,0
1851,31374,62.77,10,0.0626,0.1958,purchase,retail,US,0
1852,60679,76.23,17,0.1132,0.1695,purchase,retail,DE,0
1853,26828,179.32,13,0.1379,0.5865,purchase,grocery,DE,0
1854,96893,34.55,9,0.0174,0.0166,purchase,grocery,NL,0
1855,65890,559.1,4,0.028,0.2022,withdrawal,grocery,NL,0
1856,90192,234.48,14,0.1051,0.0283,purchase,retail,FR,0
1857,67020,150.62,9,0.352,0.5824,purchase,electronics,DE,0
1858,91240,84.31,15,0.1352,0.1749,transfer,electronics,NL,0
1859,41003,43.81,15,0.3596,0.1479,purchase,travel,RU,0
1860,81294,50.82,11,0.2093,0.2497,purchase,grocery,NL,0
1861,43319,22.41,13,0.3655,0.2868,withdrawal,grocery,DE,0
1862,42610,12.42,14,0.0008,0.0589,purchase,travel,CN,0
1863,46503,16.32,12,0.0455,0.0278,purchase,crypto,GB,0
1864,79650,44.36,19,0.3296,0.0243,purchase,retail,NL,0
1865,81404,33.18,5,0.1842,0.1729,purchase,electronics,DE,0
1866,63868,12.19,22,0.258,0.1409,transfer,travel,DE,0
1867,33155,312.19,2,0.1992,0.3002,purchase,travel,FR,0
1868,42668,32.44,8,0.2584,0.1538,purchase,retail,NL,0
1869,58465,15.69,16,0.2911,0.1313,purchase,electronics,DE,0
1870,57798,31.04,6,0.23,0.4027,purchase,grocery,NL,0
1871,51936,32.37,9,0.0623,0.2838,purchase,retail,DE,0
1872,87807,25.18,7,0.0316,0.2232,purchase,grocery,US,0
1873,11634,163.83,10,0.209,0.081,transfer,retail,NL,1
1874,15904,93.47,16,0.0348,0.2184,transfer,gaming,DE,0
1875,29325,8.44,13,0.3217,0.022,purchase,travel,CN,0
1876,90882,7.86,5,0.3514,0.3533,purchase,retail,GB,0
1877,25174,42.64,11,0.3591,0.3187,purchase,retail,GB,0
1878,73909,46.14,8,0.4398,0.4725,purchase,travel,DE,0
1879,96266,59.95,22,0.3203,0.378,purchase,gaming,DE,0
1880,39419,26.89,6,0.6183,0.3874,withdrawal,grocery,US,0
1881,86885,19.49,14,0.4541,0.3433,purchase,travel,US,0
1882,46220,42.26,12,0.0749,0.1364,transfer,retail,NL,0
1883,54273,29.21,13,0.1014,0.2667,purchase,retail,FR,0
1884,48888,158.92,21,0.1053,0.1961,transfer,grocery,FR,0
1885,36701,32.28,10,0.045,0.1062,purchase,grocery,GB,0
1886,48978,40.64,16,0.1594,0.1809,transfer,grocery,GB,0
1887,23931,348.66,11,0.1237,0.5782,withdrawal,retail,FR,0
1888,11854,36.03,15,0.0959,0.0167,withdrawal,retail,GB,0
1889,37900,68.22,10,0.7361,0.2699,withdrawal,grocery,NL,0
1890,26290,73.65,8,0.178,0.4009,purchase,electronics,US,0
1891,46808,79.18,6,0.5587,0.0711,purchase,retail,GB,0
1892,49223,54.38,6,0.1185,0.0381,refund,travel,FR,0
1893,62349,369.56,21,0.2128,0.0878,withdrawal,retail,GB,0
1894,18170,276.28,12,0.7969,0.7998,refund,crypto,US,1
1895,74539,46.31,17,0.2721,0.609,purchase,retail,NL,0
1896,22634,26.06,9,0.1574,0.5333,purchase,retail,NL,0
1897,30799,56.08,13,0.0874,0.2632,purchase,grocery,DE,0
1898,93570,238.5,16,0.0711,0.3554,purchase,retail,GB,0
1899,86515,317.83,3,0.6515,0.1663,withdrawal,electronics,RU,1
1900,60945,141.64,2,0.6429,0.5901,transfer,crypto,US,1
1901,31498,118.99,10,0.0667,0.371,purchase,grocery,DE,0
1902,91377,79.14,1,0.6046,0.4969,refund,travel,RU,1
1903,99037,365.43,11,0.493,0.0772,transfer,grocery,DE,0
1904,68467,88.01,16,0.0866,0.4932,purchase,electronics,DE,0
1905,33197,20.31,8,0.4958,0.1711,purchase,electronics,GB,0
1906,42040,34.08,12,0.2824,0.1087,purchase,grocery,FR,0
1907,11171,95.17,8,0.2553,0.1288,purchase,retail,NL,0
1908,83017,182.16,1,0.2761,0.6937,purchase,gaming,NL,1
1909,96603,150.52,0,0.0823,0.1631,transfer,travel,CN,0
1910,62018,22.08,15,0.1086,0.4841,purchase,grocery,GB,0
1911,58886,28.87,11,0.7482,0.3802,transfer,electronics,US,1
1912,57368,28.19,16,0.1229,0.2128,refund,electronics,US,0
1913,35162,271.56,23,0.282,0.0486,purchase,electronics,DE,0
1914,18268,46.15,8,0.2895,0.0745,transfer,retail,DE,0
1915,37179,200.31,16,0.4628,0.2685,purchase,grocery,DE,0
1916,28486,50.7,21,0.0832,0.2847,purchase,retail,US,0
1917,79676,14.84,21,0.6741,0.8724,refund,travel,RU,1
1918,13648,52.42,14,0.2145,0.4541,transfer,grocery,GB,0
1919,87678,32.8,22,0.3868,0.2024,purchase,grocery,FR,0
1920,17691,702.17,23,0.0462,0.0323,purchase,gaming,CN,0
1921,57066,134.84,17,0.0529,0.3355,transfer,grocery,NL,0
1922,90195,17.64,23,0.0799,0.3927,purchase,grocery,GB,0
1923,34696,31.51,14,0.1561,0.0684,purchase,retail,DE,0
1924,81205,129.65,1,0.3066,0.5838,withdrawal,crypto,US,1
1925,18634,92.56,12,0.2057,0.4929,purchase,retail,US,0
1926,29956,32.94,17,0.328,0.1127,purchase,crypto,US,1
1927,91805,38.09,20,0.0558,0.0415,transfer,travel,FR,0
1928,31788,27.96,18,0.3493,0.1373,purchase,retail,DE,0
1929,69417,80.48,8,0.0529,0.2169,purchase,gaming,GB,1
1930,54119,100.29,6,0.0833,0.0002,purchase,grocery,DE,0
1931,25889,108.63,9,0.3,0.1231,refund,electronics,NL,0
1932,39732,29.01,9,0.0772,0.3768,purchase,electronics,NL,0
1933,63994,50.93,19,0.2337,0.0935,purchase,retail,DE,0
1934,59932,15.22,9,0.3621,0.2556,purchase,grocery,DE,0
1935,84519,70.89,9,0.3708,0.1851,purchase,electronics,FR,0
1936,29514,47.25,12,0.3884,0.1176,purchase,retail,DE,0
1937,52653,43.67,5,0.0561,0.111,purchase,retail,RU,0
1938,46665,18.69,22,0.0481,0.1656,purchase,grocery,US,0
1939,25835,23.14,12,0.193,0.1122,withdrawal,grocery,DE,0
1940,92444,95.93,0,0.8927,0.2368,purchase,crypto,CN,1
1941,36375,17.2,8,0.1108,0.0013,transfer,grocery,US,0
1942,51341,62.6,9,0.2017,0.1937,purchase,gaming,NL,0
1943,68413,7.98,17,0.0813,0.0101,purchase,electronics,DE,0
1944,88776,18.0,14,0.0804,0.1527,purchase,crypto,GB,0
1945,24945,8.73,12,0.095,0.0943,purchase,crypto,DE,0
1946,57830,60.71,10,0.167,0.0142,purchase,retail,FR,0
1947,15458,9.19,20,0.2488,0.0721,refund,retail,GB,0
1948,48417,43.68,17,0.0449,0.2095,transfer,electronics,US,0
1949,97661,108.39,12,0.815,0.5695,transfer,grocery,NL,1
1950,55939,171.33,16,0.2438,0.123,withdrawal,gaming,DE,0
1951,97486,208.7,3,0.7178,0.6155,transfer,gaming,FR,1
1952,76692,188.76,14,0.5733,0.2253,transfer,travel,DE,1
1953,35941,176.34,11,0.2504,0.4793,transfer,travel,NL,0
1954,99862,9.16,22,0.236,0.2085,purchase,retail,US,0
1955,73797,54.8,16,0.4812,0.6293,transfer,retail,US,0
1956,12660,18.35,11,0.2771,0.1379,purchase,crypto,DE,0
1957,81024,104.68,22,0.4489,0.0838,purchase,retail,DE,0
1958,56524,103.05,5,0.7632,0.3557,withdrawal,crypto,GB,1
1959,97770,38.61,20,0.1911,0.1509,purchase,gaming,DE,0
1960,70483,120.79,16,0.0709,0.1022,purchase,grocery,DE,0
1961,21356,70.79,17,0.1631,0.1946,purchase,gaming,US,0
1962,46421,23.15,11,0.4097,0.3801,transfer,retail,DE,0
1963,79075,77.42,12,0.4703,0.2823,purchase,crypto,CN,0
1964,61444,6.31,8,0.3211,0.247,refund,grocery,DE,0
1965,13127,22.42,14,0.273,0.0027,purchase,electronics,DE,0
1966,14820,56.27,16,0.2153,0.2453,purchase,electronics,NL,1
1967,35341,21.11,10,0.2908,0.22,purchase,retail,DE,0
1968,35236,45.45,10,0.3036,0.0833,purchase,retail,GB,0
1969,60951,35.79,21,0.3561,0.0233,purchase,retail,DE,0
1970,43947,37.7,8,0.0603,0.2789,purchase,electronics,CN,0
1971,35492,36.65,18,0.1916,0.1964,purchase,retail,DE,0
1972,46562,43.34,9,0.0493,0.0668,transfer,travel,US,0
1973,26793,67.3,2,0.3199,0.0739,purchase,retail,DE,0
1974,71342,48.28,3,0.1646,0.1378,withdrawal,travel,GB,0
1975,14087,33.39,11,0.1398,0.001,purchase,retail,FR,0
1976,91212,59.83,11,0.4391,0.1476,purchase,gaming,GB,0
1977,78858,85.82,10,0.2165,0.3297,refund,retail,NL,0
1978,15496,26.51,15,0.1334,0.0647,purchase,gaming,DE,0
1979,68738,40.43,12,0.1646,0.2545,purchase,grocery,DE,0
1980,50432,114.16,5,0.0106,0.4869,purchase,retail,FR,0
1981,62633,94.86,22,0.4899,0.4764,refund,crypto,RU,1
1982,45801,48.6,3,0.1437,0.2412,transfer,grocery,CN,1
1983,36859,16.65,10,0.4368,0.1669,purchase,electronics,NL,0
1984,96829,197.16,6,0.5311,0.3845,purchase,retail,US,0
1985,26374,13.62,5,0.386,0.4547,purchase,travel,DE,0
1986,73537,31.7,8,0.0522,0.0423,withdrawal,grocery,DE,0
1987,55517,18.96,15,0.2793,0.0685,purchase,electronics,DE,0
1988,95938,273.07,15,0.3362,0.0966,purchase,retail,GB,0
1989,52830,27.72,19,0.3328,0.2035,purchase,retail,DE,0
1990,55292,27.78,17,0.0889,0.1438,refund,gaming,FR,0
1991,89538,31.03,13,0.1814,0.3463,refund,retail,NL,0
1992,66494,46.12,10,0.1347,0.3265,purchase,travel,FR,0
1993,50503,32.16,0,0.2635,0.1565,purchase,gaming,FR,0
1994,86896,71.05,22,0.8277,0.7617,purchase,travel,RU,1
1995,85950,37.98,14,0.695,0.8033,transfer,retail,FR,0
1996,13297,2.12,9,0.0993,0.0383,purchase,retail,RU,0
1997,30809,44.64,9,0.0595,0.484,refund,retail,FR,0
1998,93276,43.17,22,0.2563,0.0454,transfer,gaming,US,0
1999,92322,1029.95,2,0.4747,0.7259,withdrawal,gaming,CN,1
2000,52857,102.8,8,0.0106,0.4267,transfer,gaming,FR,0
2001,43123,129.37,2,0.369,0.1607,purchase,gaming,NL,0
2002,96523,36.25,21,0.3387,0.0405,purchase,grocery,US,0
2003,13670,85.1,9,0.4013,0.2404,purchase,grocery,RU,0
2004,10841,16.67,11,0.1829,0.0611,withdrawal,gaming,DE,0
2005,67270,81.63,6,0.1612,0.377,purchase,gaming,NL,0
2006,18457,26.14,11,0.1677,0.0148,purchase,retail,DE,0
2007,27738,15.53,22,0.1918,0.3279,transfer,retail,DE,0
2008,16736,36.32,15,0.1202,0.2426,purchase,grocery,US,0
2009,93999,139.83,12,0.1535,0.0436,purchase,electronics,RU,0
2010,15039,49.59,9,0.422,0.0081,purchase,grocery,GB,0
2011,92356,101.81,1,0.627,0.4786,withdrawal,travel,RU,1
2012,22034,151.72,10,0.5172,0.1227,purchase,retail,FR,0
2013,90648,22.5,14,0.055,0.1415,purchase,electronics,GB,0
2014,39986,103.61,9,0.0554,0.2896,purchase,grocery,RU,0
2015,48331,24.43,7,0.6115,0.0227,purchase,retail,CN,0
2016,22069,403.13,15,0.0982,0.0071,purchase,travel,US,0
2017,35210,51.12,19,0.0126,0.6499,transfer,electronics,FR,0
2018,23061,131.33,2,0.1919,0.4555,refund,retail,DE,1
2019,28899,74.61,20,0.5644,0.1283,withdrawal,grocery,DE,0
2020,50499,52.62,18,0.1216,0.4605,purchase,crypto,DE,0
2021,53759,22.68,13,0.5708,0.2444,purchase,gaming,DE,0
2022,66397,89.86,17,0.1944,0.0449,purchase,retail,DE,0
2023,92546,43.81,20,0.4915,0.6638,withdrawal,gaming,CN,1
2024,14045,185.29,20,0.8497,0.5386,purchase,retail,DE,0
2025,34569,25.89,1,0.2241,0.4295,refund,retail,NL,0
2026,61702,8.94,11,0.0289,0.458,purchase,grocery,US,0
2027,52327,65.0,8,0.4639,0.0289,refund,travel,GB,0
2028,62371,32.09,23,0.2698,0.2175,purchase,electronics,DE,0
2029,36445,38.04,21,0.1614,0.0996,purchase,grocery,DE,0
2030,38880,68.22,17,0.2489,0.0059,withdrawal,retail,RU,0
2031,73971,225.67,17,0.4459,0.6715,purchase,retail,DE,1
2032,26965,28.85,9,0.2047,0.2464,purchase,retail,RU,0
2033,17605,33.83,21,0.2313,0.0822,transfer,grocery,RU,0
2034,66927,39.05,2,0.1748,0.5917,purchase,retail,CN,0
2035,61039,148.31,8,0.2219,0.1541,purchase,retail,DE,0
2036,80316,43.62,14,0.2344,0.2793,purchase,gaming,GB,0
2037,68986,14.87,17,0.0335,0.2349,purchase,grocery,DE,0
2038,35565,176.31,23,0.0609,0.1848,purchase,electronics,DE,1
2039,52677,15.39,19,0.2092,0.0281,purchase,travel,DE,0
2040,55885,177.5,18,0.546,0.7024,purchase,crypto,DE,1
2041,19057,47.86,9,0.2437,0.2228,purchase,retail,FR,0
2042,18900,16.28,11,0.2071,0.4293,purchase,gaming,GB,0
2043,97215,11.27,11,0.1238,0.2934,purchase,electronics,FR,0
2044,80367,72.98,1,0.3404,0.0394,purchase,grocery,DE,0
2045,83964,76.08,19,0.0087,0.3379,purchase,retail,US,0
2046,69643,105.02,8,0.5974,0.3976,purchase,electronics,CN,1
2047,86576,31.1,10,0.1487,0.2613,purchase,electronics,DE,0
2048,48552,54.58,8,0.3147,0.1599,withdrawal,grocery,GB,0
2049,24648,49.89,11,0.1821,0.0928,purchase,electronics,GB,0
2050,64471,70.96,16,0.0235,0.3379,purchase,grocery,DE,0
2051,14730,71.1,19,0.1117,0.0613,withdrawal,gaming,FR,0
2052,95955,228.72,21,0.7209,0.6388,withdrawal,electronics,CN,1
2053,64940,4.64,8,0.1341,0.497,purchase,electronics,DE,0
2054,60571,34.66,8,0.2315,0.2915,refund,grocery,GB,0
2055,73553,66.04,21,0.0884,0.0135,purchase,electronics,GB,0
2056,48445,30.0,13,0.142,0.2271,purchase,retail,DE,0
2057,67320,43.85,10,0.1439,0.2089,purchase,grocery,NL,0
2058,50743,80.49,8,0.1446,0.1696,purchase,grocery,FR,0
2059,29982,45.55,23,0.1353,0.1485,purchase,grocery,NL,0
2060,26371,286.6,23,0.9599,0.4698,transfer,grocery,NL,1
2061,22938,153.2,16,0.5041,0.356,purchase,electronics,NL,0
2062,91897,110.82,8,0.2452,0.0839,purchase,retail,US,0
2063,42700,38.44,6,0.1309,0.1377,transfer,retail,FR,0
2064,59582,35.93,8,0.1314,0.4108,purchase,grocery,GB,0
2065,27582,3.77,9,0.0065,0.2336,withdrawal,retail,DE,0
2066,45548,104.54,6,0.1374,0.166,purchase,retail,FR,0
2067,53044,13.46,8,0.2947,0.2489,transfer,travel,DE,0
2068,94264,51.32,7,0.126,0.0391,purchase,travel,FR,0
2069,90865,48.42,10,0.2908,0.0871,refund,gaming,DE,0
2070,59588,76.82,12,0.1347,0.2225,withdrawal,electronics,CN,0
2071,37976,139.38,11,0.651,0.4014,withdrawal,grocery,DE,0
2072,23158,112.05,19,0.4703,0.2858,purchase,grocery,RU,1
2073,95591,41.58,18,0.1303,0.4576,withdrawal,retail,RU,0
2074,72403,295.41,9,0.4484,0.0176,transfer,retail,DE,0
2075,40713,51.81,19,0.2229,0.0964,purchase,grocery,NL,0
2076,97031,13.96,20,0.1365,0.1298,withdrawal,grocery,DE,0
2077,71694,26.37,21,0.1104,0.1227,purchase,grocery,US,0
2078,84413,30.97,8,0.3129,0.105,withdrawal,grocery,FR,0
2079,33874,70.34,9,0.4166,0.4307,purchase,retail,DE,0
2080,44236,76.79,13,0.5617,0.7601,withdrawal,retail,RU,1
2081,46552,19.01,14,0.1238,0.3267,purchase,grocery,DE,0
2082,82779,33.01,7,0.2475,0.1944,purchase,retail,GB,0
2083,86961,37.08,6,0.2612,0.1,purchase,grocery,US,0
2084,53313,29.05,5,0.1282,0.1332,purchase,grocery,GB,0
2085,64142,84.75,14,0.596,0.1245,purchase,travel,FR,0
2086,46419,73.34,18,0.1877,0.0047,purchase,electronics,CN,0
2087,45718,114.62,9,0.2954,0.1207,purchase,travel,FR,0
2088,59999,32.09,21,0.2234,0.0024,purchase,electronics,DE,0
2089,91152,118.17,17,0.4971,0.1191,purchase,retail,DE,0
2090,16911,13.34,5,0.3441,0.1374,purchase,gaming,NL,0
2091,35444,13.06,11,0.149,0.406,purchase,grocery,US,0
2092,33781,15.15,5,0.2337,0.253,purchase,travel,GB,0
2093,62629,42.86,20,0.4254,0.0837,purchase,retail,DE,0
2094,62131,200.31,20,0.6627,0.4605,transfer,crypto,RU,1
2095,91524,118.16,16,0.4088,0.2164,refund,retail,FR,0
2096,20554,104.89,15,0.496,0.5741,transfer,gaming,DE,0
2097,74043,36.27,2,0.7194,0.8049,purchase,retail,CN,1
2098,46921,28.36,15,0.0987,0.2925,purchase,retail,CN,0
2099,15975,35.39,9,0.1041,0.0747,transfer,grocery,DE,0
2100,84474,69.19,21,0.0509,0.3293,purchase,retail,CN,0
2101,10511,28.33,20,0.1821,0.4475,purchase,retail,DE,0
2102,90444,27.02,16,0.4031,0.028,purchase,crypto,NL,0
2103,34235,13.55,12,0.3522,0.089,purchase,travel,GB,0
2104,26433,26.15,3,0.1307,0.5915,transfer,travel,US,0
2105,37494,115.68,2,0.0866,0.1211,transfer,retail,GB,0
2106,95015,45.94,7,0.1441,0.1209,purchase,retail,FR,0
2107,82431,22.67,14,0.2088,0.29,purchase,travel,DE,0
2108,52032,121.6,17,0.2327,0.287,purchase,retail,DE,0
2109,40735,25.86,21,0.1961,0.1201,refund,retail,NL,0
2110,23685,142.16,8,0.1462,0.3723,purchase,grocery,FR,0
2111,57781,140.2,9,0.1815,0.344,purchase,retail,GB,0
2112,77549,310.82,4,0.5537,0.0078,refund,gaming,GB,0
2113,19631,11.9,23,0.5786,0.0536,purchase,grocery,DE,0
2114,17675,297.7,17,0.1455,0.2699,purchase,retail,DE,0
2115,79380,43.29,22,0.5796,0.1678,withdrawal,crypto,CN,1
2116,75845,59.1,12,0.1102,0.0735,refund,grocery,FR,0
2117,48874,32.29,13,0.1217,0.1154,purchase,grocery,DE,0
2118,72855,81.4,23,0.5729,0.5386,transfer,travel,GB,1
2119,55843,95.84,13,0.4462,0.3362,purchase,grocery,DE,0
2120,67373,77.24,9,0.287,0.1481,purchase,gaming,FR,0
2121,27482,129.58,8,0.0441,0.0641,purchase,grocery,FR,0
2122,84504,16.37,16,0.7211,0.6175,transfer,crypto,GB,1
2123,81635,24.22,9,0.6013,0.5036,withdrawal,retail,DE,0
2124,84068,55.74,9,0.4083,0.0351,purchase,grocery,DE,0
2125,25059,187.96,2,0.225,0.5277,purchase,grocery,DE,1
2126,49670,15.52,13,0.337,0.0782,purchase,electronics,DE,0
2127,36375,74.92,9,0.0696,0.1591,purchase,retail,RU,0
2128,56458,41.7,16,0.2289,0.0282,purchase,gaming,GB,0
2129,48506,53.99,13,0.1175,0.1122,withdrawal,retail,DE,0
2130,47596,34.3,2,0.5604,0.6152,transfer,crypto,RU,1
2131,91927,37.55,13,0.1224,0.228,purchase,retail,NL,0
2132,65212,34.35,21,0.102,0.0232,purchase,gaming,NL,0
2133,96645,20.33,10,0.0144,0.0502,purchase,retail,FR,0
2134,57029,83.25,14,0.1852,0.3253,transfer,retail,NL,0
2135,77368,150.84,0,0.1509,0.2848,transfer,retail,US,0
2136,36676,26.49,16,0.1922,0.5086,purchase,electronics,US,0
2137,52415,68.07,12,0.2725,0.0709,purchase,grocery,DE,0
2138,48077,61.4,8,0.3637,0.2111,transfer,electronics,FR,0
2139,78914,42.81,0,0.0182,0.1447,purchase,travel,FR,0
2140,60832,11.62,16,0.0515,0.4426,purchase,electronics,DE,0
2141,38991,14.06,15,0.0825,0.4748,purchase,gaming,US,0
2142,82011,21.89,15,0.4105,0.1303,purchase,electronics,RU,0
2143,81438,6.9,11,0.3215,0.247,purchase,retail,GB,0
2144,22140,140.73,14,0.1837,0.0818,transfer,gaming,DE,0
2145,45904,58.12,13,0.1789,0.1086,purchase,grocery,DE,0
2146,60605,41.45,9,0.0149,0.1244,purchase,electronics,DE,0
2147,90204,6.61,12,0.2914,0.2814,purchase,grocery,NL,0
2148,94456,9.02,12,0.1684,0.1064,transfer,retail,DE,0
2149,32453,42.44,18,0.0505,0.0585,purchase,travel,GB,0
2150,46781,226.99,11,0.1136,0.0996,purchase,travel,RU,0
2151,23054,23.48,11,0.0403,0.3209,purchase,gaming,DE,0
2152,16165,54.71,23,0.2983,0.5674,purchase,crypto,US,1
2153,40255,88.61,23,0.2697,0.1951,purchase,grocery,RU,0
2154,86462,28.28,20,0.1242,0.378,purchase,electronics,FR,0
2155,46140,44.57,9,0.2221,0.4961,purchase,grocery,FR,0
2156,29100,119.4,20,0.3548,0.3658,purchase,grocery,DE,0
2157,31795,31.69,7,0.0678,0.2511,transfer,grocery,DE,0
2158,72768,23.65,19,0.0173,0.2461,purchase,grocery,GB,0
2159,59505,141.93,8,0.0219,0.3575,transfer,electronics,NL,0
2160,51557,69.92,21,0.273,0.0309,withdrawal,electronics,GB,1
2161,42814,44.2,11,0.1931,0.0879,purchase,travel,GB,0
2162,94672,88.88,19,0.4493,0.5619,purchase,crypto,FR,1
2163,22712,107.5,22,0.3921,0.3717,purchase,travel,DE,0
2164,79645,23.75,6,0.2458,0.0835,purchase,gaming,GB,0
2165,99661,140.57,18,0.1012,0.4724,purchase,travel,NL,0
2166,82176,53.66,12,0.1421,0.1442,transfer,electronics,FR,0
2167,58592,61.53,6,0.024,0.4973,purchase,electronics,DE,0
2168,64084,47.55,21,0.0924,0.1121,purchase,grocery,NL,0
2169,86986,27.67,13,0.4438,0.1782,purchase,grocery,US,0
2170,22547,42.46,19,0.2451,0.3881,purchase,crypto,GB,0
2171,82797,29.19,19,0.2303,0.0774,purchase,grocery,RU,0
2172,25253,96.12,0,0.5397,0.2291,withdrawal,grocery,DE,0
2173,23084,35.78,9,0.071,0.5443,purchase,retail,NL,0
2174,13985,11.92,10,0.2419,0.2473,purchase,retail,DE,0
2175,19275,57.13,13,0.1492,0.4383,purchase,electronics,DE,0
2176,66654,9.8,5,0.1011,0.1445,transfer,gaming,DE,0
2177,18243,71.9,11,0.0803,0.2431,purchase,electronics,NL,0
2178,72125,15.98,18,0.269,0.2731,purchase,electronics,GB,0
2179,18414,54.88,8,0.0161,0.0973,purchase,gaming,FR,0
2180,28532,47.76,15,0.0321,0.3063,purchase,grocery,GB,0
2181,42752,40.25,11,0.0548,0.3526,purchase,retail,DE,0
2182,87312,61.72,5,0.2627,0.0214,purchase,travel,FR,0
2183,23853,48.65,8,0.1084,0.3669,transfer,gaming,DE,0
2184,41814,4.25,7,0.075,0.0792,purchase,grocery,DE,0
2185,19739,32.3,14,0.3434,0.561,transfer,electronics,FR,0
2186,29725,61.78,23,0.3849,0.68,purchase,grocery,GB,1
2187,58209,61.03,6,0.4551,0.5129,purchase,gaming,RU,0
2188,77574,171.44,18,0.4428,0.027,withdrawal,retail,CN,0
